      1.0000000     9.6417012315e+03     2.3000000000e+01     2.0649955325e+02                  inf
      2.0000000     9.6429821253e+03     2.3000000000e+01     2.3032076093e+02                  inf
      3.0000000     9.6648471116e+03     2.3000000000e+01     6.3456070586e+02                  inf
      4.0000000     9.6750767452e+03     2.3000000000e+01     8.2046247836e+02                  inf
      5.0000000     9.6792261858e+03     2.3000000000e+01     8.9488299800e+02                  inf
      6.0000000     9.7006963597e+03     2.3000000000e+01     1.3021381086e+03                  inf
      7.0000000     9.7134471502e+03     2.3000000000e+01     1.5388586381e+03                  inf
      8.0000000     9.7167034729e+03     2.3000000000e+01     1.5968313746e+03                  inf
      9.0000000     9.7401439182e+03     2.3000000000e+01     2.0505291411e+03                  inf
     10.0000000     9.7468361438e+03     2.3000000000e+01     2.1807279009e+03                  inf
     11.0000000     9.7504604873e+03     2.3000000000e+01     2.2524907569e+03                  inf
     12.0000000     9.7592245291e+03     2.3000000000e+01     2.4185546969e+03                  inf
     13.0000000     9.7740854731e+03     2.3000000000e+01     2.7142535716e+03                  inf
     14.0000000     9.7901578763e+03     2.3000000000e+01     3.0325083944e+03                  inf
     15.0000000     9.7964447667e+03     2.3000000000e+01     3.1681957178e+03                  inf
     16.0000000     9.8011830703e+03     2.3000000000e+01     3.2627157689e+03                  inf
     17.0000000     9.8128421258e+03     2.3000000000e+01     3.5041595832e+03                  inf
     18.0000000     9.8149024399e+03     2.3000000000e+01     3.5387257173e+03                  inf
     19.0000000     9.8197182390e+03     2.3000000000e+01     3.6365304859e+03                  inf
     20.0000000     9.8266974573e+03     2.3000000000e+01     3.7866744961e+03                  inf
     21.0000000     9.8322524665e+03     2.3000000000e+01     3.8962401319e+03                  inf
     22.0000000     9.8335425820e+03     2.3000000000e+01     3.9321302688e+03                  inf
     23.0000000     9.8500230878e+03     2.3000000000e+01     4.2685535297e+03                  inf
     24.0000000     9.8543749359e+03     2.3000000000e+01     4.3660444484e+03                  inf
     25.0000000     9.8564200357e+03     2.3000000000e+01     4.4021495109e+03                  inf
     26.0000000     9.8685134703e+03     2.3000000000e+01     4.6607012631e+03                  inf
